group,doc_id,unique_phrase_id,sentences,date,frame,check
1,202003131,202003131_121,"S'il y a des concentrations, par exemple, de cas dans une ville ou dans un secteur, il pourrait y avoir des contrôles pour éviter que ça aille se répandre par ailleurs. M. Lacroix (Louis) : ...dans certaines villes, vous voulez dire. M. Arruda (Horacio) : Villes ou sous-secteurs, tout dépendamment, là. Ça va dépendre comment ça se propage. S'il y a beaucoup de cas d'enfants dans les milieux scolaires, les écoles pourraient fermer parce qu'ils deviennent une source d'amplification pour les personnes âgées. Ça va être des contrôles beaucoup plus rigoureux du style : On arrête toute visite aux personnes âgées actuellement parce qu'on veut vraiment fermer... Là, on est en mesures de prévention, mais ce sont des mesures qui vont devenir de plus en plus de nature autoritaire comme telle pour s'assurer, là, qu'on le fait. Puis, à un moment donné, si vous me permettez, ça c'est quand dans toute... quand il y a tellement de transmission un peu partout, ces mesures-là sont relâchées parce qu'on a comme perdu la bataille puis là on refait fonctionner la société comme telle. Mais les gens aussi vont avoir appris toute la question de distanciation. C'est sûr que des méthodes comme le télétravail, tout ça, là, ça va se faire autant dans le secteur privé que public. On va interpeler les gens à aider les personnes à respecter les consignes.",2020-03-13,Suppression,1
2,202003131,202003131_172,"Mais ça, c'est une question, je pense, à mon avis, qui va être débattue par notre premier ministre avec les autres ministres... le premier ministre du Canada et le premier ministre. Puis je pense, à quelque part... nous, on pense que ça peut être une mesure qui peut être prise, mais il y a des conséquences à ça comme tel, puis je pense que, là, le premier ministre va aller discuter de ça comme tel avec... Puis c'est les élus qui prennent cette décision-là, là, parce qu'on a certains bénéfices théoriques en santé publique, mais quand est-ce qu'on le fait puis on l'applique, c'est à voir. Mais actuellement, l'intention du premier ministre, c'est vraiment d'essayer d'éviter que ça rentre chez nous pour qu'on fasse encore, ce que je vais revenir tout le temps... Je vais avoir deux lubies dans cette période, c'est aplanir la courbe puis lavez-vous les mains. Vous allez m'entendre dire ça, vous allez en avoir le goût de régurgiter, mais c'est important, c'est des choses qui sont assez importantes, à mon avis, ne pas aller voir des personnes âgées... Ça, là, ça a l'air de rien... puis il faut aussi le dire, si on a des symptômes, ça ne sert à rien de le cacher. Je ne sais pas si vous comprenez... parce qu'il y a des gens qui commencent... ils ne veulent pas être pris dans des contraintes. Je pense qu'on doit, à mon avis, si on a des symptômes, il faut le dire au médecin, parce que sinon on n'est pas pris en charge adéquatement puis on risque de contaminer un milieu. Donc, soyez honnêtes, dites-le. C'est pour votre santé puis la santé des autres. M. Lavallée (Hugo) : Donc, hier, le gouvernement annonçait l'interdiction des rassemblements de 250 personnes et plus.",2020-03-13,NA,1
1,202003141,202003141_1,"Titre et participants : Conférence de presse de M. François Legault, premier ministre, Mme Danielle McCann, ministre de la Santé et des Services sociaux, et Mme Marguerite Blais, ministre responsable des Aînés et des Proches aidants. Sujet : Situation au Québec quant à la COVID-19. Date : Le samedi 14 mars 2020, 13 h. Lieu : Salle Evelyn-Dumas (1.30), édifice Pamphile-Le May. Début de la transcription : (Treize heures une minute) Le Modérateur : Bonjour à tous. Bienvenue à ce point de presse du premier ministre François Legault, accompagné de la ministre de la Santé et des Services sociaux, Mme Danielle McCann, la ministre responsable des Aînés et des Proches aidants, Mme Marguerite Blais, et du directeur national de la santé publique, Dr Horacio Arruda. M. Legault, à vous la parole. M. Legault : Oui. Merci beaucoup. Bonjour, tout le monde. Aujourd'hui, on a quatre personnes de plus qui sont infectées au coronavirus, donc pour un total de 21. On a 853 personnes qui sont sous investigation, mais c'est important de dire aussi qu'on a 1 399 personnes qui ont été testées et qui ont reçu un résultat négatif. Aujourd'hui, je veux vraiment envoyer un message sur les personnes âgées, sur les aînés, parce que les personnes âgées sont beaucoup plus à risque de conséquences graves, alors que les personnes plus jeunes, je veux un peu comme rassurer, incluant les personnes qui ont été infectées, la grande majorité des personnes plus jeunes qui ont été infectées vont s'en sortir, n'auront pas de conséquence grave. Et je veux partager avec vous les données qu'on a vécues en Chine parce qu'évidemment, en Chine, on a vécu avant nous la situation, donc on peut profiter de ces données-là. Donc, en Chine, quand on regarde par catégories d'âge les taux de décès des personnes infectées, chez les 30-39 ans, c'est 0,2 %, donc moins de 1 %, chez les 40-49 ans c'est 0,4 %, chez les 50-59 ans, c'est 1,3 %, chez les 60-69 ans, 3,6 % et, là, on le voit, là, chez les 70-79 ans, c'est 8 % de décès des personnes infectées, et, chez les personnes qui ont plus de 80 ans, c'est 14,8 % de décès chez les personnes qui sont infectées. Donc, comme vous le voyez, les personnes plus jeunes, les risques sont très faibles. Donc, je veux comme rassurer les personnes plus jeunes, là. Même si vous êtes infectés, les risques de conséquences graves sont très faibles. Mais il faut, comme société, qu'on soit capables de tout faire pour protéger nos personnes qui sont plus âgées. Donc, aujourd'hui, je veux demander à toutes les personnes qui sont âgées de 70 ans et plus d'éviter de sortir de chez eux. Donc, pendant un certain nombre de semaines, jusqu'à ordre contraire, de demander à toutes les personnes au Québec qui ont 70 ans ou plus de ne pas sortir — à moins que ce soit vraiment, là, nécessaire — de rester chez elles. J'annonce aussi aujourd'hui que toutes les visites dans les centres de personnes âgées puis dans les hôpitaux vont maintenant être interdites. Ce qu'on veut, c'est évidemment limiter les risques de contagion, donc éviter que des personnes se présentent dans les centres de personnes âgées, dans les hôpitaux, viennent infecter les personnes âgées parce que c'est ça qui est notre plus grand risque au Québec. Évidemment, aussi, je peux profiter de l'occasion pour répéter aux personnes que ce n'est pas une bonne idée de voyager à l'étranger, peu importe l'âge que vous avez. Quand on regarde actuellement les 21 cas de Québécois qui ont été infectés, ces personnes — je nomme les pays — ont été infectées aux États-Unis, en France, en Italie, en Iran, en République dominicaine, en Inde et sur des bateaux de croisière. Donc, comme vous le voyez, là, c'était un peu partout dans le monde, là, il y a très peu de pays qui sont épargnés. C'est pour ça, là, que j'exhorte les Québécois de ne pas voyager à l'étranger. Bon, pour ce qui est des visiteurs étrangers, j'ai parlé hier à M. Trudeau, je vais lui reparler aujourd'hui, mais je continue à penser que c'est urgent de réduire le nombre de visiteurs étrangers au Canada, puis là-dessus, le Dr Arruda est très clair.",2020-03-14,Suppression,1
2,202003141,202003141_117,"Donc, la consigne, actuellement, elle est la même que celle qu'on donne à toute personne qui revient... Donc, c'est ça. L'enjeu qui est discuté ici aussi, ça va être comment on fonctionne avec les touristes et les visiteurs, là. C'est sûr qu'en toute cohérence, si on demande à nos personnes chez nous de se mettre en isolement, ça soulève des questions par rapport à la question du tourisme non essentiel, je veux dire, là, par rapport à certaines exceptions. Ça, c'est en train d'être regardé, et notamment c'est aussi en lien avec le fédéral, comme l'a dit le premier ministre. Mme Blais (Prévost) : J'aimerais peut-être ajouter quelque chose parce que, quand on parle de visiteurs, il y a eu une chose très importante que le premier ministre a mentionnée tout à l'heure. On interdit les visites pour nos personnes âgées de 70 ans et plus et nos personnes vulnérables partout, partout où il y a des personnes âgées, et c'est parce qu'on les aime et qu'on veut les protéger qu'on fait ça. Parce que, quand on voit que ça affecte davantage les personnes de 70 ans et plus et de 80 ans et plus, je sais que ça va être difficile pour la population d'accepter ça, mais il faut réellement être en mesure d'agir, et c'est comme ça qu'on va être capable de contrer, par exemple, une crise qui pourrait survenir dans un endroit où il y a des personnes vulnérables. M. Arruda (Horacio) : Si vous me permettez, au-delà de cette consigne d'âge qui est associé à une augmentation de mortalité si on fait la maladie, toute personne qui a des maladies chroniques, toute personne qui a un problème d'immunosuppression ou qui est malade, même si elle est plus jeune, elle devrait commencer à penser à ne pas sortir si ce n'est pas essentiel. Parce que ce qu'on veut éviter, là, c'est que ces personnes-là soient exposées à des personnes qui seraient asymptomatiques ou au tout début de la maladie et qui pourraient les contaminer. C'est véritablement...",2020-03-14,Suppression,1
3,202003141,202003141_129,"On y va par étapes, O.K.? Je pense qu'il faut voir que cette situation-là, elle peut évoluer, on l'a toujours dit, de jour en jour. On y va par étapes, mais il faut commencer. Dans les faits, nous, ce qu'on fait, c'est qu'on va contrôler ce qui est sous notre contrôle, et ça implique... Ce n'est pas parce qu'on est en CHSLD nécessairement que c'est pire qu'ailleurs, mais nous... Mme Blais (Prévost) : ...ou en résidence privée. M. Arruda (Horacio) : Il y a plein de gens âgés qui... Ce n'est pas la majorité des gens qui sont âgés qui sont en CHSLD. Donc, les personnes qui ont un certain âge, les personnes qui ont des maladies chroniques, même si elles sont plus jeunes que 70 ans, il faut commencer à penser à éviter, j'appellerais, les rassemblements, éviter les sorties non essentielles. M. Lecavalier (Charles) : Une question peut-être plus pour vous, M. Arruda ou Mme McCann : Il semble, on voit la situation en Italie, là, les conséquences du coronavirus, quand ça devient grave, que les gens sont hospitalisés, ça nécessite des ventilateurs. Bon, il en manque là-bas, mais j'imagine... Ici, est-ce que la réserve est bonne? Qui peut les fabriquer?",2020-03-14,NA,1
4,202003141,202003141_260,"Alors, il y a une réponse. On va doubler le nombre de préposés, d'ailleurs, aux renseignements à cette ligne-là. Donc, ça a été renforcé, ça va pouvoir répondre. Mais moi, je veux réitérer quelque chose. C'est qu'il y a un site Internet, hein, www.quebec.ca/coronavirus, et il y a également le fait que les gens qu'on doit prioriser, là, ce sont les gens qui sont revenus de voyage, qui ont des symptômes ou bien qui ont été en contact avec quelqu'un qui revient de voyage, qui a des symptômes, et ces gens-là devraient avoir accès à ce service, qui va référer au 8-1-1. Mme Blais (Prévost) : Moi, je voudrais, si vous me permettez, M. Lacroix, je voudrais peut-être rassurer la population que le ministère, entre autres, hier, a communiqué avec les directions de tous les CHSLD, directions de résidences privées pour aînés, toutes les directions où vous retrouvez des personnes. Il y a eu des guides qui sont partis, il y a eu aussi des informations supplémentaires concernant les plans de contingence. Le ministère a même parlé avec la FADOQ parce que, la FADOQ, c'est un organisme qui regroupe plusieurs personnes et ils ont beaucoup de rassemblements. On va parler à tous les organismes de personnes âgées. Donc, on est en action pour protéger. Et nous avons ressenti vraiment, de la part du regroupement des résidences privées pour aînés, un désir et une volonté de collaborer. Parce qu'on est rendus dans un moment de solidarité, puis c'est vrai qu'on n'est plus dans une étape individuelle mais très, très collective et dans un milieu où il faut absolument agir ensemble pour protéger la population. Le Modérateur : Merci. Hugo Lavallée, Radio-Canada. M. Lavallée (Hugo) : Oui.",2020-03-14,NA,1
5,202003141,202003141_423,"Mais, effectivement, je demande à tous les Québécois d'être solidaires, que ça soit leur enfant, le voisin, le... Est-ce que vous pouvez aller aider les personnes qui ont 70 ans et plus à ne pas être obligées de sortir pour aller acheter de la nourriture? Effectivement, là, je fais un appel à la solidarité. M. Blais : Et c'est la même chose quand le premier ministre mentionnait qu'il a téléphoné à sa mère. Il n'y a rien qui nous empêche de téléphoner à nos personnes hébergées dans les résidences privées pour aînés ou dans les CHSLD. Il y a même des professionnels de la santé qui se promènent avec des iPad et qui peuvent même se servir des nouvelles technologies pour mettre des personnes en vis-à-vis et pour pouvoir se parler. Donc, on a, là, maintenant ces équipements-là. Alors, ce n'est pas parce qu'on ne les visite pas qu'on ne doit pas communiquer. La communication est quelque chose de fondamental. Il ne faut pas hésiter à communiquer avec nos personnes plus âgées. Le Modérateur : Hugo Pilon-Larose, LaPresse. Je vais bientôt devoir passer en anglais aussi. M. Pilon-Larose (Hugo) : M. Legault, hier, les traversiers ont limité à 250 personnes le nombre de passagers à bord. Mais, encore aujourd'hui, le métro de Montréal fonctionne. Il y a du monde, là, sur une rame de métro.",2020-03-14,NA,1
1,202003181,202003181_3,"Date : Le mercredi 18 mars 2020, 13 h. Lieu : Salle Evelyn-Dumas (1.30), édifice Pamphile-Le May. Début de la transcription : (Treize heures cinq minutes) M. Legault : Oui, merci, tout le monde. Le bilan de la dernière journée, on a maintenant 94 cas de personnes qui sont infectées au coronavirus, donc c'est une augmentation de 31 par rapport à la journée précédente. Parmi ces personnes, il y en a six qui sont hospitalisées, dont quatre aux soins intensifs. Malheureusement, on a un premier décès au Québec. C'est une personne âgée qui vit dans Lanaudière. Je veux évidemment, là, transmettre toutes mes sympathies à la famille puis aux proches de cette personne. Je veux aussi vous dire que toutes les mesures ont déjà été prises pour retracer toutes les personnes qui ont été en contact avec cette personne qui est décédée. On a actuellement 3 600 personnes qui sont sous investigation, 5 200 qui ont eu un résultat négatif. Maintenant, on va augmenter aujourd'hui notre capacité à 3 000 tests par jour, et, d'ici vendredi, on va augmenter à 5 000 tests par jour. Et on a assez d'équipement, incluant les écouvillons, et toute la capacité d'analyse des laboratoires pour augmenter, donc, ce nombre de tests.",2020-03-18,Suppression,1
2,202003181,202003181_28,"On va, au cours des prochains jours, regarder s'il faut ajouter à ces mesures. Mais, bon, je veux peut-être revenir sur les rassemblements. Pas de rassemblements, incluant tous les lieux de culte, c'est important de le préciser. Puis, bon, je veux aussi dire aux personnes qui nous écoutent que je comprends qu'il y en a qui peuvent être inquiètes, angoissées. C'est normal, là, d'avoir de l'anxiété. Mais, je pense, entre autres, aux personnes âgées qui sont seules à la maison. Il n'y a aucun risque de contracter le virus si vous êtes seul à la maison, si vous ne rencontrez pas d'autres personnes. Donc, je veux juste le répéter. Je veux dire aussi à tous les Québécois que notre réseau de la santé est prêt. On actuellement six personnes qui sont hospitalisées, mais, en retardant certaines chirurgies, on a actuellement 2 300 lits qui sont disponibles. Ça veut dire qu'on est capables de passer de six à 2 300, là.",2020-03-18,Suppression,1
3,202003181,202003181_84,"M. Arruda (Horacio) : Premièrement, vous comprendrez que j'ai une très, très grande préoccupation en lien avec la confidentialité. Quand on nomme des histoires comme ça... puis probablement que ça va fuir ou que ça va sortir dans les médias, mais c'est une personne d'un certain âge qui vivait dans une région, là, Lanaudière, on va le dire, et qui aurait été en contact avec des gens qui auraient fait des voyages. Puis après ça, il faut que vous compreniez qu'après ça, nous, dès qu'on a un cas, il y a toute une investigation qui est faite. Le milieu où était la dame est investigué, les contacts, l'histoire précise des déplacements de la dame, mais aussi des visiteurs qu'elle aurait pu avoir, des soignants, etc., est faite et ça devient, à ce moment-là... L'information, je pense, qui est pertinente ici à vous dire, c'est que ça peut exister, et d'ailleurs c'est arrivé, et on savait qu'on aurait ça. On savait aussi que ça pouvait atteindre des personnes âgées surtout et c'est ce qui se démontre. Donc, on est là. Et, on n'est pas encore en transmission active dans la communauté. Il faut comprendre qu'il est possible... Ça va arriver, et je l'ai déjà dit hier, qu'il va y avoir des cas qui ne vont pas avoir voyagé mais qui vont avoir été en contact avec des voyages. Il va y avoir des cas, et c'est encore normal, de deux personnes qui ont attrapé la maladie mais qu'on n'a pas trouvé d'où vient la source.",2020-03-18,NA,1
4,202003181,202003181_109,"C'est le temps d'aller encore plus loin, et j'exhorte tous ceux qui entendent nos messages de faire leur possible. J'aimerais dire aussi, il faut arrêter aussi de fonctionner comme habituellement. Je vous donne un exemple, peut-être d'arrêter d'utiliser l'argent comptant, qui peut être contaminé. Prenez plutôt vos cartes de crédit et à débit. Faites-vous livrer des choses, si vous pouvez, plutôt, là, en termes de commandes, que de se déplacer, particulièrement quand on est une personne à risque. Puis, dans les faits, aussi, ce que je veux vous dire, c'est que je veux remercier tous les gens, toutes les personnes âgées qui font des sacrifices en écoutant nos consignes. On a tous besoin d'être proches de nos personnes qu'on aime. Moi, je suis séparé de ma famille, mais ce n'est pas le temps parce que, justement, ce comportement-là peut entraîner des contaminations. On peut contaminer quelqu'un sans le savoir, particulièrement si on est asymptomatique. Et les gens qui reviennent de voyage, je vous le dis, même si vous pensez que vous ne l'avez pas, c'est très important de s'auto-isoler. Si jamais vous avez des symptômes, allez consulter.",2020-03-18,Suppression,1
5,202003181,202003181_151,"On ne veut pas qu'une préposée aux bénéficiaires enceinte rentre dans une chambre où il y a du COVID-19. On ne veut pas qu'une femme enceinte, infirmière, donne des soins à un patient atteint de COVID-19, mais elle peut encore donner des soins selon les autres protocoles de retrait préventif. Donc, on n'expose pas, en milieu de soins. Même, par exemple, si quelqu'un décède du COVID-19, on ne veut pas qu'une thanatologue enceinte vienne manipuler un corps qui est atteint de COVID-19. C'est de la prévention prudente parce que, même si la femme enceinte n'attraperait pas la maladie... elle n'est pas à risque comme les personnes âgées, mais on ne prend aucune chance. Ça peut changer advenant le cas qu'il y a une situation où il y a une circulation intensive qui ferait qu'il pourrait y avoir des gens porteurs dans tout l'hôpital. La chose pourrait évoluer. Et donc, actuellement, on n'expose pas nos femmes enceintes à des zones où on pense qu'il y a eu du coronavirus ou qu'il y a du coronavirus et, après, il y a eu un patient qui était avec du coronavirus. M. Laforest (Alain) : Mais, rapidement, pour ceux qui sont à domicile... Le Modérateur : Non.",2020-03-18,Suppression,0
