"group","doc_id","unique_phrase_id","sentences","date"
2,202003311,"202003311_112","D'où vient l'information ? Y a-t-il un but à la diffusion de l'information ? Suivez les conseils et les recommandations des autorités. Vous pouvez trouver des informations sur ce qui se passe sur krisinformation.se . Vous pouvez consulter le site web de l'autorité compétente. Si vous estimez que l'information n'est pas correcte ou si vous n'en êtes pas sûr, ne la partagez pas ! Respirez profondément et faites preuve d'esprit critique à l'égard des sources. Ne laissez personne vous contrôler - la vérité vous appartient - Questions - Oui, Expressen, demande Anders Wallensten. Sur le graphique, nous avons vu que le plus grand nombre de personnes traitées en soins intensifs sont des hommes de 60 à 69 ans, et on parle de personnes de plus de 70 ans. ""La plupart des personnes gravement atteintes sont encore plus âgées, mais nous voulons investir dans les soins intensifs et aider ceux qui font partie de ce groupe, c'est pourquoi nous commençons peut-être à 60 ans. Mais au niveau international, si vous regardez les chiffres, le risque majeur se situe à plus de 70 ans. Mais le fait que ce soit à un âge beaucoup plus jeune signifie qu'il est important d'investir des ressources, et de nombreuses personnes de ce groupe sont tombées malades. Nous avons alors beaucoup de personnes en soins intensifs -Ekot. Une question sur l'augmentation du nombre de tests en Suède, pour laquelle le gouvernement vous a demandé de développer une stratégie. Vous avez dit que ce n'était pas une fin en soi. Qu'est-ce qui va changer maintenant ? Nous en saurons plus après la réunion de demain et ainsi de suite. Mais d'une manière générale, on peut dire que nous avons été clairs sur le fait que nous voulions tester les personnes qui entrent dans le système de soins de santé et le personnel de santé afin que nous puissions bénéficier de soins de qualité avec le personnel en place.","2020-03-31"
3,202003311,"202003311_152","-TT, Lena Hallengren a dit que 20 à 30 000 tests par semaine, est-ce réaliste ? -Comme je l'ai dit, je ne veux pas anticiper la réunion de demain, mais avec une augmentation des ressources, j'espère que nous pourrons augmenter les chiffres des 10 à 12 000 tests que nous avons aujourd'hui. Nous devrons voir comment cela fonctionne dans la pratique. Mais l'ambition est d'augmenter."" -Le gouvernement a publié une prévision de chômage de 9 % en 2020. Quelles seront les conséquences pour la santé publique ?"" -Je ne suis pas vraiment en mesure de dire quelles seront les conséquences, mais c'est très difficile pour les personnes touchées. Nous devrons voir comment nous pouvons contrer les conséquences négatives, mais je ne peux pas répondre à cette question pour l'instant"" -Une dernière question sur l'injonction de ne pas faire. Je n'ai pas encore vu le texte, mais nous avons déjà un avis contre les visites inutiles aux personnes âgées et aux malades. Il s'agit d'une interdiction totale, d'une manière différente, mais vous devriez déjà penser de cette manière. Surtout si vous êtes malade. Même si les visites sont interdites, il est important que le personnel soit en bonne santé, afin d'éviter toute propagation. Nous espérons que nous pourrons désormais veiller à ce que les personnes qui travaillent ne propagent pas l'infection"" - The Evening Gazette, sera-t-il possible de tester si l'on a été malade et si l'on s'est rétabli, et pourquoi est-ce important ? Lorsqu'il existe des tests fiables permettant de déterminer si l'on a été malade et que le pronostic est correct, et que l'on sait que l'on a une certaine immunité, le risque d'être infecté et de contaminer quelqu'un d'autre est moindre. Si vous avez un rhume, ce n'est pas le cas. On peut ensuite l'utiliser pour voir si les gens reprennent le travail, par exemple, mais je laisse ceux qui travaillent avec la stratégie le faire"" - Télévision allemande, J'aimerais jeter un autre coup d'œil à d'autres pays et à la Suède. Le Danemark a annoncé hier que s'il gardait tout le monde enfermé jusqu'à Pâques, il pourrait faire quelque chose avec ses mesures.","2020-03-31"
1,202004011,"202004011_19","Cela peut susciter des inquiétudes, car la saison hivernale est sur le point d'y débuter. Nous pouvons imaginer que la situation sera difficile. En Suède, nous en sommes à près de 5 000 cas, et un peu plus de 500 nouveaux cas sont arrivés au cours des dernières 24 heures. Nous avons près de 400 personnes en soins intensifs. Nous nous trouvons maintenant dans une situation similaire à celle que nous avons connue il y a une semaine, où il semble que la courbe commence à monter de manière assez abrupte. Nous pensions alors que nous allions assister à une augmentation assez forte. Nous ne l'avons pas encore vue. Si vous regardez le dernier mois, la courbe est relativement plate. Mais nous devons nous en tenir aux recommandations de ne pas aller au travail tant que vous n'êtes pas malade, ou de ne pas rendre visite à vos parents âgés. Aujourd'hui, il y a encore plus de raisons de s'en tenir à ces recommandations pendant une semaine supplémentaire. Voici l'incidence dans différentes tranches d'âge. Le groupe des plus de 90 ans n'est pas très nombreux, mais en Suède, nous en sommes arrivés là où tant d'autres pays en sont arrivés, à savoir qu'il y a une prédominance des personnes âgées qui tombent malades. Étant donné que nous testons principalement les personnes qui entrent dans le système de soins de santé, il s'agit d'une image de ceux qui sont vraiment malades. Nous ne voyons pas beaucoup ceux qui sont légèrement malades. C'est une évolution malheureuse. Plusieurs maisons de retraite nous signalent qu'elles commencent à voir des cas. Nous devons y réfléchir davantage. Nous avons parlé hier des ordonnances restrictives dans les maisons de retraite, il y a des raisons de s'en tenir à cela. Les patients des unités de soins intensifs ont un aspect différent. Comme je l'ai dit, ils sont considérablement plus jeunes que ceux qui meurent.","2020-04-01"
2,202004011,"202004011_43","En particulier à Stockholm, qui a publié ses propres informations à ce sujet. Il y a un retard assez important dans les rapports, qui n'arrivent pas aussi rapidement que le reste des rapports. Ce que nous voyons, c'est que ceux qui ajoutent à la liste des personnes décédées ne sont pas seulement ceux qui sont morts la veille, mais aussi ceux qui sont morts la semaine précédente. Certains cas s'étalent sur une semaine entière. Il y a un groupe de piles qui sortent du lot. La cinquantaine de nouveaux cas recensés aujourd'hui s'étalent sur la semaine écoulée. Stockholm a examiné de plus près la situation et vérifie si toutes les personnes diagnostiquées sont décédées dans le registre des décès. Cela signifie que nous aurons à l'avenir un nombre de décès apparemment plus élevé qu'auparavant. Les personnes décédées sont principalement des personnes très âgées, comme c'est le cas dans d'autres pays. Le fait qu'il y ait ensuite des cas occasionnels dans d'autres groupes d'âge est normal lorsqu'il s'agit d'une maladie commune à tous les groupes d'âge. Il est important aujourd'hui de ne pas sortir de la courbe jaune, mais de continuer à rester sur la courbe bleue, afin que notre système de soins de santé ait la possibilité de soutenir cette évolution à l'avenir. N'oubliez pas de rester à la maison au moindre symptôme, et n'oubliez pas que nous devons protéger nos personnes âgées encore plus qu'aujourd'hui. Johan - Je vous remercie. Je voulais répéter ce que j'ai dit lors de la conférence de presse qui s'est tenue il y a une heure au siège du gouvernement, à savoir que nous avons décidé aujourd'hui de règlements et de conseils généraux concernant les mesures. Cela fait partie d'un ensemble plus large de règlements que vous avez vus. Le gouvernement a décidé d'abaisser le seuil d'organisation des rassemblements publics de 500 à 50 personnes. Des décisions ont été prises concernant les ordonnances restrictives dans les maisons de repos et les établissements de soins, à quelques exceptions près bien sûr, qui seront traitées au niveau local. Nous avons déjà été très clairs sur le fait que toutes les personnes qui présentent les moindres symptômes du COVID-19 doivent rester chez elles et éviter les contacts sociaux. Ces conseils et ces règlements visent à combler les lacunes des règlements. Nous avons déjà communiqué une grande partie de ces informations, par exemple sur notre site web, lors de conférences de presse, etc.","2020-04-01"
3,202004011,"202004011_153","Nous examinons la disponibilité des lits de soins intensifs et nous avons reçu plusieurs demandes de journalistes qui souhaitent obtenir cette image actualisée. Nous devons veiller à ce que les informations soient pertinentes et factuelles. Nous utilisons ces informations pour mettre en adéquation les besoins et les ressources disponibles, afin de pouvoir effectuer cette transition de la bonne manière. Il est important pour nous, comme pour tout le monde, de faire la distinction entre les faits, les suppositions et les opinions. Outre ce besoin de soins intensifs présenté dans les régions métropolitaines - où nous disposons des données les plus solides et dont la qualité est garantie par les régions de Stockholm et de Västra Götaland -, nous constatons qu'il existe un besoin plus important contre lequel nous nous mobilisons actuellement. Cela ne signifie pas que le plafond a été atteint dans quelque région que ce soit, mais il s'agit d'une phase préparatoire, au cours de laquelle certaines régions peuvent avoir besoin d'assurer le transport ou d'autres choses de ce type. Ce travail bat son plein au sein de l'agence et avec les partenaires concernés - les conséquences sont la responsabilité de toutes les sections de la société, de tous les niveaux et de tous les individus. Lors de la conférence de presse, l'Agence suédoise des situations d'urgence civile a souvent parlé d'opérations essentielles. Il ne s'agit pas seulement du système de soins de santé, mais de toutes les activités socialement importantes, notamment dans les municipalités, les soins de santé municipaux, les soins aux personnes âgées et les services sociaux. Je veux vous dire comment nous travaillons ensemble pour parvenir à une bonne solution commune et obtenir une image de ce à quoi ressemble l'accès à l'équipement de protection, par exemple. Depuis un certain temps, nous travaillons intensivement avec le Conseil national de la santé et du bien-être, les conseils administratifs des comtés, les régions et les municipalités pour créer une image de la situation dans le pays. Le Conseil national de la santé et du bien-être est chargé de veiller à ce que les questions posées aux municipalités nous fournissent les bonnes informations. Les conseils administratifs des comtés jouent un rôle important en tant que responsables géographiques au niveau régional et en tant que lien entre les autorités et les municipalités. Ils nous aident en nous fournissant leurs évaluations. Ils représentent les régions et les municipalités afin de s'assurer que tous les acteurs prennent leurs responsabilités dans ce problème commun et coopèrent pour trouver une bonne solution. Nous travaillons rapidement pour répondre aux besoins existants. Comme je l'ai dit au début, ce problème affecte l'ensemble des activités de la société.","2020-04-01"
4,202004011,"202004011_191","Nous sommes conscients qu'il y a eu beaucoup de discussions à ce sujet et nous allons dialoguer avec les régions pour trouver une façon commune de traiter cette question, où toutes les parties sont impliquées. Avant tout, les employés devraient être confiants qu'il s'agit des meilleures décisions disponibles aujourd'hui, basées sur l'expérience dans le monde. - Pensez-vous qu'il est raisonnable que les différentes régions évaluent différemment ? Qu'il y ait des expériences différentes parmi le personnel, que dans certains endroits on ne veuille pas qu'ils utilisent des masques, peut-être parce qu'ils n'existent pas, mais aussi parce qu'ils ne sont pas recommandés ? - Non. Je pense que la chose la plus importante est d'obtenir un bon ancrage local. L'accessibilité n'a pas du tout joué un rôle dans les discussions que nous avons eues jusqu'à présent. Il peut y avoir des situations où c'est accessible, et alors vous pouvez avoir besoin d'un plan B. Mais il est important de pouvoir avoir des discussions au niveau local et nous veillerons ensemble à ce que les discussions démarrent afin que le personnel puisse se sentir confiant qu'il y a une bonne base."" - Une dernière question pour Johan Karlsson. Ils ne veulent pas que les personnes âgées de plus de 70 ans sortent autant. Les médecins et le personnel de santé pourraient-ils leur rendre visite à domicile afin qu'ils ne sortent pas pour d'autres maladies, etc. Nous aimerions qu'ils sortent, mais pas en même temps que les autres. Quant aux visites à domicile en cas de besoin, je pense que c'est une question locale, mais je ne pense pas que le système de santé ait cette capacité aujourd'hui. Les visites à domicile sont exigeantes. Certains ont déjà des visites à domicile pour certaines maladies. Dans certaines parties du pays, vous pouvez certainement le faire, mais je ne pense pas qu'il faille le recommander en général. Cela demande beaucoup de ressources de la part du système de soins de santé. Si des visites à domicile sont nécessaires, il y a généralement des ressources pour cela, mais il faut trouver un équilibre en fonction de la situation - Une question de Tt.","2020-04-01"
5,202004011,"202004011_214","Nous n'avons pas atteint le plafond. Lorsque nous serons sûrs de pouvoir communiquer à quel point nous sommes proches du plafond et que nous aurons vraiment travaillé sur la base de la modélisation et des besoins nécessaires, nous communiquerons les informations pertinentes. Nous sommes sûrs que nous n'avons pas atteint le plafond. Si vous souhaitez plus de détails, nous vous demandons de soumettre les questions et nous évaluerons s'il s'agit d'informations pertinentes à divulguer - J'ai une question sur les ordonnances restrictives dans les maisons de repos. Les visiteurs aident dans une assez large mesure ? dans certains cas en encourageant leurs proches à manger, etc. Les maisons de repos reçoivent-elles un renforcement pour couvrir cela ? - Je ne peux pas répondre à cette question, si c'est structuré de cette manière - le soutien, c'est-à-dire. Je devrai revenir vers vous sur la façon dont nous soutenons, dans ce cas avec un soutien structuré pour les aider dans la maison de repos. Ce que je sais, c'est que l'un des moyens de renforcer les soins et les soins aux personnes âgées est de faire appel à des bénévoles et à d'autres catégories de personnel pour les aider. Mais je devrai revenir plus précisément sur ce point. Question de SvD à l'Agence suédoise de la santé publique. De nombreux membres du personnel soignant ne se sentent pas en sécurité. Les médecins et les infirmières s'inquiètent des équipements de protection. Ils ne comprennent pas sur quoi vous fondez vos recommandations - que voulez-vous leur dire, Anders Tegnell ? Pour eux, il est important que - tout le monde soit impliqué dans le dialogue au niveau local, avec les employeurs et les représentants de la sécurité et autres, afin de développer la manière d'examiner les recommandations et d'élaborer des lignes directrices au niveau local. Nous poursuivrons cette activité, d'abord avec les grandes régions, puis avec d'autres. Il est important de structurer l'information et la communication avec les professionnels de la santé de manière adéquate.","2020-04-01"
6,202004011,"202004011_252","Nous examinons la disponibilité des lits de soins intensifs et nous avons reçu plusieurs demandes de journalistes qui souhaitent obtenir cette image actualisée. Nous devons veiller à ce que les informations soient pertinentes et factuelles. Nous utilisons ces informations pour mettre en adéquation les besoins et les ressources disponibles, afin de pouvoir effectuer cette transition de la bonne manière. Il est donc important pour nous, comme pour tout le monde, de faire la distinction entre les faits, les suppositions et les opinions. Outre les besoins en soins intensifs présentés dans les régions métropolitaines - où nous disposons des données les plus solides et dont la qualité est garantie par les régions de Stockholm et de Västra Götaland - nous constatons qu'il existe un besoin plus important pour lequel nous nous mobilisons à présent. Cela ne signifie pas que le plafond a été atteint dans quelque région que ce soit, mais il s'agit d'une phase préparatoire, au cours de laquelle certaines régions peuvent avoir besoin d'assurer le transport ou d'autres choses de ce type. Ce travail est en cours au sein de l'agence et avec les partenaires concernés"" ""Les conséquences relèvent de la responsabilité de tous les secteurs de la société, des niveaux et des individus. Ici, à la conférence de presse, l'Agence suédoise des situations d'urgence civile a souvent parlé d'opérations essentielles. Il ne s'agit pas seulement du système de soins de santé, mais de toutes les activités socialement importantes, notamment dans les municipalités, les soins de santé municipaux, les soins aux personnes âgées et les services sociaux. Je voudrais vous dire comment nous travaillons pour parvenir à une bonne solution commune et obtenir une image de la disponibilité, par exemple, de l'équipement de protection. Depuis un certain temps, nous travaillons intensivement avec le Conseil national de la santé et du bien-être, les conseils administratifs des comtés, les régions et les municipalités pour créer une image de la situation dans le pays. Le Conseil national de la santé et du bien-être est chargé de veiller à ce que les questions posées aux municipalités nous fournissent les informations correctes. Les conseils administratifs des comtés jouent un rôle important en tant que responsables géographiques au niveau régional et en tant que lien entre les autorités et les municipalités. Ils nous aident en nous fournissant leurs évaluations. Ils représentent les régions et les municipalités afin de s'assurer que tous les acteurs prennent leurs responsabilités dans ce problème commun et coopèrent pour trouver une bonne solution. Nous travaillons rapidement pour répondre aux besoins existants. Comme je l'ai dit au début, ce problème affecte l'ensemble des activités de la société.","2020-04-01"
1,202004021,"202004021_10","Nous approchons rapidement du million de cas dans le monde, dont un peu moins de la moitié en Europe. Près de 50 000 décès dus à l'infection ont été enregistrés dans le monde. Il s'agit toujours d'un problème de santé très grave avec lequel nous devons vivre. 5 500 nouveaux cas ont été enregistrés au cours des dernières 24 heures, soit l'un des plus importants jamais enregistrés en 24 heures. Un peu plus de 400 personnes se trouvent dans des unités de soins intensifs dans tout le pays, la plupart dans la région de Stockholm, mais aussi dans le Sörmland, à Uppsala et dans toute une partie de l'Östergötland. Comme vous pouvez le voir sur le graphique, nous avons atteint un nouveau niveau de cas. Nous sommes maintenant entre 400 et 500 cas par jour, quelques jours de suite. Malheureusement, nous avons établi un nouveau niveau de cas, et il se maintiendra à ce niveau pendant un certain temps. Il est important que chacun prenne ses responsabilités lorsqu'il est à la maison et malade - et qu'il essaie de travailler à domicile et de penser à protéger les personnes âgées. La courbe pour l'unité de soins intensifs que vous voyez ci-dessous, en noir, est celle des nouvelles admissions. Elle est assez plate. Il y a pas mal de nouvelles personnes qui arrivent à l'USI chaque jour, mais jusqu'à présent, il n'y a pas beaucoup de personnes qui quittent l'USI. Cela signifie que la pression augmente continuellement, mais jusqu'à présent, nous pouvons y faire face. Si tout se passe comme prévu, la River Sea Fair ouvrira ses portes aujourd'hui, ce qui augmentera la capacité d'accueil. Mais nous sommes inquiets pour ce groupe de personnes âgées. Comme vous pouvez le voir, la courbe jaune, qui représente les personnes âgées, commence à remonter. La courbe noire - la moitié des cas admis dans le système de soins de santé sont des personnes âgées. 200 cas au cours des dernières 24 heures. C'est regrettable. Nous avons des signaux en provenance de Stockholm, mais aussi d'autres régions du pays, selon lesquels l'infection se propage dans les maisons de repos. Cela a un impact sur ce point, mais aussi sur la mortalité, en plus de toutes les souffrances personnelles que cela entraîne, car ces personnes tombent malades et décèdent. Poursuivons sur le même thème. La proportion dans les différents groupes d'âge - il est clair que c'est à partir de 70 ans que la proportion augmente rapidement. Il y a un peu plus d'hommes, mais la différence n'est plus si grande. Il s'agit de la proportion, pas du nombre. Le nombre de personnes décédées augmente aussi maintenant. C'est assez prévisible étant donné que nous avons beaucoup de personnes âgées qui tombent malades, et que c'est aussi là que se trouve la majeure partie de la mortalité. Nous en sommes maintenant à environ 25-30 nouveaux décès par jour. Il y a donc beaucoup d'arriérés. Nous avons entamé un processus d'assurance qualité de ces chiffres et vérifions dans le registre des décès si le décès a été causé par le COVID-19. Mais nous obtenons les chiffres avec un certain retard. Une fois encore, ce sont les personnes âgées - plus de 70 ans - qui non seulement tombent malades, mais qui meurent aussi dans une large mesure. Pour protéger les personnes âgées, nous devons aplatir la courbe. Nous y sommes parvenus jusqu'à présent, la courbe continue de monter, mais dans l'ensemble, elle est plate. Il est important que nous nous aidions tous à y rester. Nous disposons d'un nouveau règlement et d'un nouveau conseil général. Il s'agit de garder ses distances, de prendre ses distances personnelles - et de prendre ses distances sociales, de réduire les contacts sociaux. On reste à la maison si l'on est malade, c'est la base. Une bonne hygiène des mains dans la société en général est également bonne. Ce sont les parties que nous avons principalement regroupées - les recommandations que nous avions, dans un règlement. Nous y soulignons à quel point il est important pour les personnes de plus de 70 ans d'examiner les conseils généraux.","2020-04-02"
2,202004021,"202004021_66","Nous continuons à travailler activement pour répondre à la demande de soutien émanant de la région de Stockholm. Outre la contribution importante et concrète pour essayer de coordonner la contribution avec les ressources nationales de préparation à la crise avec la foire d'Älvsjö, nous vous demandons de les contacter pour savoir quand il est pertinent de la mettre en œuvre. Nous avons fourni des ventilateurs, des lits et des équipements de protection supplémentaires, et nous entretenons un dialogue quotidien avec la région de Stockholm afin de pouvoir apporter un soutien approprié. Cela ne signifie pas que le Conseil national de la santé et du bien-être n'est pas en mesure de répondre à tous les besoins de la région de Stockholm, ni qu'il le sera. Mais il ne faut pas croire que si nous ne pouvons pas nous occuper d'un problème, il est oublié. Nous essayons de soutenir les problèmes auxquels le personnel et d'autres personnes ont pu être confrontés, afin de pouvoir gérer la crise de la meilleure façon possible. Comme SKR, le conseil administratif du comté et aussi MSB. Nous continuons et devons continuer à renforcer la santé et les soins médicaux au niveau municipal. Nous devons continuer à renforcer les logements spéciaux pour les personnes âgées, les soins de santé à domicile, les logements - afin qu'ils puissent prendre en charge les personnes infectées par le covid-19. Surtout à cause des gros titres que nous voyons aujourd'hui et cette semaine. En plus de la formation déjà publiée sur l'hygiène médicale de base et l'utilisation d'équipements de protection appropriés pour le personnel, une formation sur mesure sera bientôt disponible pour le personnel et les logements pour les personnes âgées dans les logements LSS et les logements pour les personnes âgées. La réglementation sera l'un des thèmes les plus importants, que nous aborderons lors des conférences de presse, afin que vous puissiez obtenir des informations à ce sujet. La distribution d'équipements et de matériel de protection aux 290 municipalités de la commune a été convenue. Les besoins critiques qui sont basés sur des analyses de besoins achevées, liées à une situation actuelle, peuvent être pris en charge sous peu. Nous sommes reconnaissants au conseil d'administration du comté d'avoir assumé le rôle de coordination afin que nous puissions soutenir 21 régions et 290 municipalités. Il existe encore des capacités supplémentaires pour fournir des soins intensifs dans toutes les régions, bien que le besoin d'expansion devienne critique dans certaines d'entre elles. Cela signifie qu'il faut reconstruire, accélérer le processus, faire tout ce qui est possible pour garantir davantage de respirateurs, d'ajustements, d'accès au personnel et faire en sorte que les ressources puissent être utilisées de manière adéquate pour les soins aux personnes gravement malades. Plus d'un tiers des lits de soins intensifs disponibles dans le pays, c'est-à-dire qu'il y a de l'équipement, du matériel et du personnel, ne sont pas attribués. Je voudrais ajouter que le calcul ne comprend pas les ressources d'assurance où les soins peuvent être fournis dans des zones plus vastes, telles que les hôpitaux de campagne, les foires commerciales, etc.","2020-04-02"
3,202004021,"202004021_94","À la MSB, comme je l'ai dit précédemment, nous avons réorganisé de larges pans de la société pour être en mesure de contribuer à la situation. Nous travaillons dur pour nous assurer que la société dans son ensemble est capable de faire face à la situation et même à une aggravation de la situation - qu'il y a une endurance au fil du temps, en particulier dans les opérations vitales, les choses qui doivent vraiment fonctionner ! Nos opérations régulières sont adaptées, par exemple en adaptant le soutien en termes de gestion de la continuité, de sorte que tous ceux qui travaillent dans ce domaine puissent planifier une aggravation de la situation, par exemple une réduction du personnel. En ce qui concerne le matériel de soutien pour les personnes travaillant à distance, nous soutenons également les services d'urgence, en soulignant la nécessité de critiquer les sources et la vulnérabilité accrue aux rumeurs et à la désinformation. Nous surveillons également l'impact de l'information sur la Suède. En termes de gestion opérationnelle, j'aimerais souligner les exemples suivants de notre travail en cours : nous organisons des réunions de collaboration importantes avec les conseils administratifs des comtés et les autorités centrales au moins deux fois par semaine pour partager des images de la situation - liées à l'événement. Une fois par semaine, nous produisons un tableau de la situation nationale globale, dans lequel nous évaluons la situation. Nous soutenons également les organisations de lutte contre les infections dans différents domaines. Nous surveillons la structure globale que nous avons créée pour obtenir le soutien du mouvement bénévole, de la société civile, des municipalités en termes d'aide aux personnes âgées, etc. Nous menons des initiatives d'information dans le cadre de la mission d'information nationale pour réduire la propagation de l'infection. Nous sommes responsables de krisinformation.se - une information officielle complète sur le COVID-19. Nous effectuons des analyses approfondies et nous nous tournons vers l'avenir : Sur quoi la société aura-t-elle besoin d'informations dans quelques semaines ou quelques mois ? En outre, nous menons des initiatives de soutien concrètes en fournissant du matériel et du personnel. La DGSM soutient plusieurs autorités en leur fournissant des ressources humaines, telles que des communicateurs de crise, des secrétaires de presse, des agents de liaison, des analystes, etc. Nous avons livré des tentes à Värmland et Uppsala, qui peuvent être placées à l'extérieur des hôpitaux et procéder aux premières évaluations des patients afin de les transférer en toute sécurité vers le système de santé. Nous sommes prêts et avons la capacité de mettre en œuvre d'autres mesures de soutien si nécessaire et, bien sûr, nous nous efforçons d'utiliser les ressources d'autres personnes pour qu'elles aboutissent au bon endroit. Nous nous efforçons de faire en sorte que la société dans son ensemble puisse gérer la situation de manière durable au fil du temps.","2020-04-02"
4,202004021,"202004021_159","Cela dépend de la façon dont on compte. Si nous comptons le même nombre de personnes qui tombent malades à cause de la grippe saisonnière ordinaire et que nous le comparons au COVID-19, nous ne constatons pas de différences majeures. Nous constatons également que des personnes meurent de la grippe ordinaire à un jeune âge, mais cela n'est pas reconnu"" -Gothenburgsposten, vous avez tenu une réunion hier sur l'élargissement des tests. Nous avons reçu une mission du gouvernement sur cette question, que nous sommes en train d'analyser. Je n'ai pas participé à la réunion, mais des solutions auraient dû être trouvées. Cela ne se fera pas en un jour, mais il est important de mettre en adéquation les moyens mis à disposition, du côté des laboratoires, avec les moyens mis à disposition du côté des soins de santé. Ce travail a commencé. Nous continuerons à donner la priorité au dépistage de toutes les personnes qui se présentent aux services de santé avec des symptômes. Cela nous permettra de mieux tester les personnes qui travaillent avec les personnes âgées - c'est très bien, et ce sera une priorité. Ensuite, nous examinerons les possibilités et les besoins des différents secteurs socialement importants à tester. Mais c'est un grand appareil"" - Ekot ici : Un tiers des personnes en maison de retraite sont infectées, montre Ekot... - Un tiers des maisons de retraite de Stockholm ont eu des cas, je crois. C'est une grande différence - Il y a aussi un grand nombre de cas confirmés dans les services de soins à domicile. La stratégie de l'Agence de santé publique a été de construire un mur autour des personnes âgées, cela n'a pas fonctionné, quelle est la gravité de la situation ? - Très grave, bien sûr. Il est important que tous ceux qui travaillent dans ces secteurs le reconnaissent et s'en accommodent. Il n'est probablement pas possible d'atteindre le niveau zéro, mais il y a des améliorations à apporter, c'est clair."" ""Vous ne savez pas vraiment pourquoi les personnes âgées sont infectées. Est-ce dû aux visites ou au manque d'équipement de protection ?"" ""Ce n'est pas nous qui examinons la question, ce sont les régions qui font ce genre d'enquête. Nous n'avons reçu aucun résultat de ce genre d'enquête. Mais nous avons un dialogue continu à ce sujet, parce que c'est la base pour discuter de la façon de s'améliorer. Même si le problème n'est pas aussi grave dans d'autres régions du pays qu'à Stockholm, il peut y avoir des problèmes similaires. Y a-t-il lieu de fixer des exigences plus claires en matière d'équipement de protection dans les maisons de repos ? Nous ne savons pas si c'est l'équipement de protection qui pose problème. L'expérience montre qu'il n'y a pas d'exigences particulièrement élevées en matière d'équipement de protection dans cet environnement particulier.","2020-04-02"
1,202004031,"202004031_9","Une grande partie de l'épidémie s'est déclarée en Europe, mais comme vous le savez probablement, il y a beaucoup d'infections aux États-Unis. Cela changera probablement à l'avenir. Si nous regardons la Suède, nous constatons qu'il y a un peu plus de 6 000 cas. La courbe continue à monter, comme nous l'avons dit ces derniers jours. Cependant, vous pouvez voir les soins intensifs, il y a beaucoup de personnes traitées, mais ils n'augmentent pas au même rythme selon ce graphique en tout cas. Il y a une certaine différence. 469 personnes ont été traitées en soins intensifs au cours des dernières 24 heures. Il ne faut toutefois pas oublier qu'il y a un certain délai. En ce qui concerne l'incidence des personnes touchées, réparties par sexe et par âge, ce sont les plus âgés qui sont les plus touchés. Il y a également une certaine prépondérance d'hommes, mais heureusement beaucoup moins dans les autres tranches d'âge. En ce qui concerne le nombre de personnes décédées, il y a un retard à rattraper, de sorte que les dernières données ne sont pas complètes. Nous pouvons supposer une augmentation. 333 personnes sont décédées. Il en manque 12 dans le graphique qui n'ont pas encore été datés. Mais un total de 333, c'est exact. Par groupe d'âge, nous pouvons également constater que les personnes les plus âgées sont les plus touchées. Nous montrons ce graphique à propos de notre stratégie - il est important de maintenir la courbe vers le bas et de réduire la hauteur afin que le système de santé puisse faire face à l'épidémie. Nos conseils au public n'ont pas changé, mais la chose la plus importante est de rester à la maison si vous êtes malade. Si vous avez plus de 70 ans, même si vous n'êtes pas malade, vous devez éviter les contacts étroits pendant cette période. Vous pouvez vous promener au soleil, ce qui est une bonne chose, mais vous devez éviter les contacts étroits avec les autres. Vous réduirez ainsi le risque d'être vous-même touché. En Suède, chacun a la responsabilité de contribuer à la lutte contre cette épidémie en empêchant la propagation de l'infection. Nous le faisons par l'hygiène des mains, en gardant nos distances au sein de la communauté et dans des lieux tels que les gymnases, les magasins, les bibliothèques, etc. Nous nous abstenons de participer à des événements sociaux importants, tels que les fêtes et autres.","2020-04-03"
